Species	NH13	NH16	NH17	NH23	NH25	NH30	NH34	NH36	NH46	NH5	NH50	NH53	NH61	NH65	NH69	NH71	NH73	NH75	NH76	NH77	RH1	RH10	RH11	RH12	RH13	RH14	RH15	RH16	RH17	RH18	RH19	RH2	RH20	RH21	RH22	RH23	RH24	RH25	RH26	RH27	RH28	RH29	RH3	RH30	RH31	RH32	RH33	RH34	RH35	RH36	RH37	RH39	RH4	RH40	RH41	RH42	RH43	RH44	RH45	RH46	RH47	RH48	RH49	RH5	RH50	RH51	RH52	RH53	RH54	RH55	RH56	RH57	RH58	RH6	RH63	RH64	RH7	RH8	RH9	T1	T10	T101AF	T102AF	T103AF	T104AF	T11	T12	T13	T13AF	T14	T15	T15AF	T16	T17	T18	T19	T2	T20	T21	T22	T23	T24	T24AF	T25	T26	T26AF	T27	T27AF	T28	T29	T29AF	T3	T30	T31	T32	T33	T34	T34AF	T35	T36	T37	T37AF	T38	T38AF	T39	T3AF	T4	T40	T40AF	T41	T42	T42AF	T43AF	T43be	T44be	T45AF	T45be	T46be	T47be	T48be	T49AF	T49be	T4AF	T5	T50AF	T50be	T51be	T53be	T54be	T55be	T56AF	T56be	T57AF	T57be	T58AF	T58be	T59AF	T59be	T6	T60be	T61AF	T61be	T62be	T63be	T64be	T65AF	T65be	T66be	T67be	T68be	T69AF	T69be	T7	T70be	T71AF	T71be	T72be	T73be	T74AF	T75AF	T77AF	T77be	T78AF	T79AF	T8	T80be	T81be	T82be	T83be	T85be	T86be	T87be	T88be	T89be	T9	T90be	T91be	T92be	T93be	T94be	T95be	T96be	T97be	T98be	T99be
Bifidobacterium_merycicum	3.451	1.842	4.019	9.721	25.813	4.298	2.195	1.412	5.19	NA	2.455	23.968	12.964	13.957	2.851	6.515	5.315	2.127	8.823	1.786	24.415	2.054	3.459	45.888	2.263	1.463	2.877	6.364	NA	58.103	2.197	5.585	14.286	NA	2.922	3.466	12.982	13.945	2.093	39.377	11.379	NA	2.875	104.426	325.253	110.762	66.042	2.579	2.953	3.899	7.983	10.985	2.229	17.959	8.121	2.166	NA	2.999	8.722	12.303	2.094	13.128	2.595	4.582	49.903	78.85	2.137	1.209	NA	7.448	27.606	2.416	7.938	2.948	14.398	59.148	4.003	1.223	61.491	1.088	2.615	2.619	NA	2.041	5.255	NA	NA	3.971	8.989	1.275	2.104	2.207	3.14	NA	NA	5.689	1.841	2.032	2.296	2.007	2.14	NA	NA	2.773	12.373	1.849	2.079	2.723	1.711	1.337	1.609	1.694	NA	1.852	32.215	NA	9.444	8.87	1.491	8.688	NA	1.894	5.636	5.14	1.254	9.63	NA	3.001	3.349	5.772	1.52	NA	5.788	4.238	4.12	NA	NA	3.83	1.605	1.724	3.094	1.949	1.551	NA	2.321	1.953	2.835	NA	3.903	1.617	1.614	NA	1.667	1.679	4.652	2.909	9.084	3.631	1.217	2.963	1.802	NA	1.907	5.685	2.132	1.261	4.298	11.117	7.599	1.45	12.596	7.561	2.607	3.676	NA	7.721	2.285	2.52	1.191	NA	1.147	1.316	NA	2.183	NA	NA	NA	17.447	30.615	3.685	3.436	4.408	1.366	10.855	13.557	1.412	2.568	1.364	1.964	NA	4.285	3.036	NA	6.634	NA
Bifidobacterium_moukalabense	7.49	NA	17.068	12.3	137.497	7.844	NA	NA	30.393	NA	2.837	30.157	20.973	17.208	NA	8.795	5.465	NA	9.066	2.789	31.592	3.672	5.355	65.074	3.765	NA	3.815	10.695	NA	81.378	5.348	8.901	22.278	NA	NA	4.121	19.992	18.836	5.043	54.91	15.919	NA	5.079	133.535	442.192	150.548	86.316	6.476	NA	6.324	11.117	12.816	3.753	23.407	10.389	3.181	NA	3.716	13.925	17.756	1.952	14.99	1.94	5.801	71.463	118.687	3.335	NA	2.794	13.074	45.634	3.97	10.933	4.815	16.084	79.991	3.966	NA	84.274	NA	NA	NA	5.89	4.099	7.305	NA	NA	6.676	12.097	NA	NA	4.273	4.968	NA	NA	6.423	NA	NA	NA	NA	NA	NA	NA	3.816	16.182	NA	NA	NA	NA	NA	NA	4.355	NA	NA	45.584	4.671	57.217	57.234	NA	11.778	NA	NA	9.223	6.356	4.125	15.196	NA	3.688	5.052	7.179	NA	NA	6.14	4.413	5.065	3.249	NA	NA	NA	NA	20.663	NA	NA	NA	4.588	NA	3.956	4.45	4.9	3.569	NA	2.894	NA	NA	11.069	NA	8.262	NA	NA	3.518	NA	NA	5.132	8.61	NA	NA	NA	17.907	13.028	NA	16.747	10.082	NA	NA	NA	8.827	NA	4.272	2.73	NA	NA	NA	NA	NA	NA	NA	NA	24.169	47.667	3.626	NA	16.727	NA	17.99	18.287	NA	NA	NA	4.338	NA	6.411	3.836	NA	9.085	NA
Bifidobacterium_myosotis	3.057	NA	4.496	6.993	29.471	5.462	NA	NA	5.777	NA	NA	39.246	12.017	8.879	NA	8.235	3.479	NA	17.358	NA	25.15	3.68	3.661	48.145	2.76	NA	4.566	5.82	NA	33.254	4.925	5.502	11.017	NA	NA	3.879	8.979	10.588	4.845	22.887	21.473	NA	6.911	61.252	215.983	69.728	35.751	6.489	NA	4.605	5.035	23.836	NA	9.338	12.625	2.484	NA	2.923	6.656	11.862	NA	26.133	2.652	4.605	38.789	54.764	3.617	NA	3.479	6.653	19.563	2.763	8.497	3.857	31.635	48.233	3.662	NA	42.398	NA	NA	NA	NA	NA	4.817	NA	NA	6.261	10.187	NA	NA	4.019	4.927	NA	NA	4.221	NA	NA	NA	NA	NA	NA	NA	NA	15.46	NA	NA	NA	NA	NA	NA	3.59	NA	NA	31.284	NA	10.51	8.757	NA	11.729	NA	NA	5.563	3.979	NA	9.192	NA	NA	NA	11.633	NA	NA	4.699	3.505	3.535	NA	NA	NA	NA	NA	8.932	NA	NA	NA	NA	NA	NA	NA	4.153	NA	NA	NA	NA	NA	8.532	NA	5.081	NA	NA	NA	NA	NA	NA	5.476	NA	NA	NA	8.678	6.588	NA	10.045	6.09	NA	NA	NA	5.721	NA	4.589	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.91	20.692	NA	NA	4.255	NA	9.873	8.666	NA	NA	NA	4.581	NA	4.245	NA	NA	5.381	NA
Bifidobacterium_parmae	1.978	NA	2.998	6.266	21.182	3.487	NA	NA	4.068	NA	NA	25.248	8.19	7.634	NA	5.68	2.246	NA	10.835	NA	17.227	2.276	2.662	33.259	NA	NA	2.79	4.004	NA	NA	NA	3.566	7.658	NA	NA	2.455	6.401	8.847	2.938	16.449	13.421	NA	4.589	57.158	199.322	60.986	34.357	3.978	NA	3.045	4.691	15.05	NA	7.042	8.061	NA	NA	1.883	4.687	7.942	NA	17.063	1.684	3.256	NA	39.32	2.189	NA	NA	4.707	13.948	1.775	5.704	2.429	20.249	43.162	NA	NA	39.839	NA	NA	NA	NA	NA	3.41	NA	NA	3.846	6.645	NA	NA	NA	2.976	NA	NA	2.724	NA	NA	NA	NA	NA	NA	NA	NA	10.086	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.974	NA	7.454	6.55	NA	7.593	NA	NA	3.532	2.618	NA	5.936	NA	NA	NA	7.347	NA	NA	3.24	2.332	2.226	NA	NA	NA	NA	NA	5.392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.186	NA	3.265	NA	NA	NA	NA	NA	NA	3.49	NA	NA	NA	5.841	4.639	NA	7.861	4.454	NA	NA	NA	4.188	NA	2.737	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.084	14.765	NA	NA	2.897	NA	6.537	6.078	NA	NA	NA	2.717	NA	2.681	NA	NA	3.535	NA
Bifidobacterium_pseudocatenulatum	3.9	NA	4.93	14.203	35.42	22.974	2.821	2.777	7.775	2.197	3.124	85.403	99.053	19.887	1.892	26.676	21.154	NA	10.303	1.941	145.439	4.987	6.563	240.839	12.103	3.475	3.726	51.692	1.747	313.029	7.408	34.38	112.486	NA	2.174	8.724	105.201	26.971	6.804	288.405	34.675	NA	3.909	239.335	700.697	298.316	140.931	8.918	2.952	21.009	14.011	13.818	5.226	123.622	23.501	3.457	NA	12.403	67.164	75.009	5.155	14.801	2.024	8.681	96.786	618.926	3.171	1.875	2.623	57.461	222.999	12.661	42.781	12.925	NA	355.9	5.106	2.519	99.706	NA	NA	2.915	2.517	3.967	6.899	NA	NA	17.101	44.315	NA	3.404	5.957	8.443	2.562	NA	23.455	2.296	2.452	2.443	2.502	NA	NA	NA	4.203	58.25	NA	2.499	3.422	NA	NA	2.352	11.202	NA	2.482	101.191	2.926	15.189	14.832	NA	38.535	NA	2.871	26.858	21.019	NA	61.928	NA	3.316	3.212	5.581	1.889	NA	6.997	6.719	15.321	3.387	2.611	2.219	1.972	3.461	6.065	2.173	NA	NA	2.59	1.783	4.857	5.174	6.843	2.573	2.473	NA	2.586	2.026	33.75	3.676	30.358	4.247	2.047	4.344	2.479	NA	3.686	30.707	3.023	1.855	3.261	88.795	22.164	3.92	18.808	22.428	NA	3.378	2.054	11.933	2.519	5.236	2.381	1.875	1.979	2.172	NA	3.667	NA	2.66	NA	93.576	259.26	3.781	3.24	11.245	1.831	45.325	68.012	2.732	3.82	2.86	3.141	NA	23.201	9.27	2.894	30.21	NA
Bifidobacterium_reuteri	2.355	NA	2.731	5.237	22.29	2.87	1.619	NA	2.954	NA	1.704	31.637	7.534	6.724	2.118	5.711	3.547	NA	14.167	1.44	19.352	1.75	1.956	36.191	1.367	NA	2.723	3.598	NA	24.366	NA	3.099	7.014	NA	1.814	2.742	5.631	7.612	1.806	17.396	16.005	NA	4.239	49.22	162.565	53.424	28.879	2.926	1.945	2.607	3.369	18.947	1.703	7.161	9.583	1.31	NA	2.296	3.908	8.888	NA	21.683	2.138	3.333	28.042	37.287	1.847	NA	NA	3.637	11.802	1.356	5.884	1.797	25.337	34.417	2.663	NA	31.685	NA	2.128	NA	NA	NA	2.886	NA	NA	3.259	7.245	NA	NA	1.771	2.476	NA	NA	3.099	NA	NA	NA	NA	NA	NA	NA	1.887	11.96	NA	NA	1.994	NA	NA	NA	NA	NA	NA	22.038	NA	5.741	5.007	NA	8.679	NA	NA	3.458	2.921	NA	5.154	NA	1.851	2.084	8.432	NA	NA	3.593	2.577	2.505	NA	NA	2.419	NA	NA	2.879	NA	NA	NA	1.85	NA	2.132	NA	2.295	NA	NA	NA	NA	NA	2.99	NA	4.962	2.574	NA	2.03	NA	NA	NA	2.92	NA	NA	3.125	5.576	4.796	NA	7.024	4.134	2.102	2.896	NA	3.773	1.846	2.486	NA	NA	NA	NA	NA	1.81	NA	NA	NA	16.817	13.695	2.096	2.071	2.503	NA	7.623	5.537	NA	1.757	NA	2.062	NA	2.598	1.87	NA	3.654	NA
Bifidobacterium_ruminantium	2.17	NA	4.557	22.409	38.59	5.088	NA	NA	7.592	NA	1.619	27.165	NA	33.181	NA	6.86	NA	NA	7.328	NA	30.386	1.723	7.27	77.859	2.548	NA	NA	9.445	NA	125.451	2.218	6.864	NA	NA	NA	2.286	18.678	36.097	2.249	52.116	12.889	NA	3.19	284.152	883.672	285.566	179.1	3.169	NA	4.604	22.819	10.49	NA	NA	NA	3.261	NA	2.687	NA	15.444	NA	NA	NA	7.274	134.64	116.44	NA	NA	NA	NA	41.854	NA	9.294	2.816	13.837	81.557	NA	NA	175.881	NA	NA	NA	NA	NA	9.17	NA	NA	4.305	9.918	NA	NA	NA	2.354	NA	NA	4.531	NA	NA	NA	NA	NA	NA	NA	NA	13.645	NA	NA	NA	NA	NA	NA	2.453	NA	NA	70.927	NA	14.965	14.885	NA	9.728	NA	NA	5.967	NA	NA	11.505	NA	NA	NA	4.595	NA	NA	7.72	4.661	3.224	NA	NA	NA	NA	NA	5.319	NA	NA	NA	NA	NA	NA	NA	NA	1.743	NA	NA	NA	NA	NA	NA	5.804	NA	NA	NA	NA	NA	NA	6.023	NA	NA	NA	15.341	6.296	NA	29.843	13.46	NA	NA	NA	13.236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.211	45.495	NA	NA	4.966	NA	11.074	17.748	NA	NA	NA	NA	NA	NA	1.999	NA	6.073	NA
Bifidobacterium_saguini	NA	NA	2.061	3.964	19.677	2.853	NA	NA	2.915	NA	NA	27.944	7.737	5.66	NA	4.834	1.777	NA	11.739	NA	18.114	NA	1.829	33.635	NA	NA	2.256	3.34	NA	23.887	NA	2.895	7.164	NA	NA	1.92	5.854	6.778	NA	15.87	14.651	NA	3.945	43.423	144.708	47.798	24.544	3.272	NA	2.47	3.037	16.111	NA	6.64	7.93	NA	NA	1.648	4.231	7.629	NA	18.671	1.595	2.585	24.656	38.681	NA	NA	NA	3.988	12.82	NA	5.463	NA	22.654	29.923	NA	NA	26.913	NA	NA	NA	NA	NA	2.297	NA	NA	3.109	6.452	NA	NA	NA	NA	NA	NA	2.132	NA	NA	NA	NA	NA	NA	NA	NA	10.235	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.368	NA	5.218	4.625	NA	7.838	NA	NA	2.951	2.01	NA	4.958	NA	NA	NA	7.397	NA	NA	2.425	1.751	NA	NA	NA	NA	NA	NA	3.652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.971	NA	2.649	NA	NA	NA	NA	NA	NA	2.82	NA	NA	NA	5.333	3.275	NA	6.052	3.432	NA	NA	NA	2.976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.344	13.852	NA	NA	2.092	NA	6.111	5.7	NA	NA	NA	NA	NA	2.192	NA	NA	2.798	NA
Bifidobacterium_scardovii	NA	NA	3.018	6.487	22.179	3.677	NA	NA	4.246	NA	NA	26.51	8.854	7.718	NA	5.985	2.336	NA	10.849	NA	18.044	NA	2.535	35.424	NA	NA	2.685	4.316	NA	30.986	NA	3.791	8.67	NA	NA	2.389	7.336	8.596	NA	19.347	14.424	NA	4.867	57.019	207.34	62.998	34.167	3.88	NA	3.115	4.572	15.361	NA	7.943	8.421	NA	NA	1.993	5.385	8.581	NA	17.077	1.659	3.167	35.103	45.81	NA	NA	NA	5.399	16.514	1.847	6.065	2.407	20.093	50.439	NA	NA	41.022	NA	NA	NA	NA	NA	3.343	NA	NA	3.666	6.877	NA	NA	NA	2.874	NA	NA	2.865	NA	NA	NA	NA	NA	NA	NA	NA	10.661	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.37	NA	7.693	6.817	NA	7.939	NA	NA	3.672	2.679	NA	6.37	NA	NA	NA	6.987	NA	NA	3.174	2.293	2.234	NA	NA	NA	NA	NA	5.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.213	NA	3.401	NA	NA	NA	NA	NA	NA	3.61	NA	NA	NA	6.773	4.813	NA	7.829	4.549	NA	NA	NA	4.109	NA	2.825	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.673	17.256	NA	NA	2.918	NA	7.01	6.972	NA	NA	NA	2.7	NA	2.942	NA	NA	3.609	NA
Bifidobacterium_sp._12_1_47BFAA	2.755	NA	NA	8.065	103.516	5.373	NA	NA	NA	NA	NA	198.585	23.683	14.804	NA	22.01	2.253	NA	93.37	1.666	93.229	4.109	2.823	166.598	1.633	NA	9.276	NA	NA	47.714	NA	4.091	15.446	NA	2.622	5.864	NA	21.539	3.307	NA	100.13	NA	23.248	137.912	411.392	146.523	61.569	12.012	2.368	5.581	NA	123.623	1.71	NA	50.399	NA	NA	5.605	7.721	28.844	NA	145.286	9.743	9.959	72.476	90.893	5.122	NA	4.536	6.003	NA	1.832	24.784	2.256	173.443	NA	2.795	NA	70.478	NA	NA	NA	NA	NA	NA	NA	NA	9.605	29.494	NA	NA	2.724	5.246	NA	NA	2.353	NA	NA	NA	NA	NA	NA	NA	2.201	61.857	NA	NA	NA	NA	NA	2.407	NA	NA	NA	86.383	NA	7.61	6.898	NA	45.192	NA	NA	7.285	2.375	NA	5.506	NA	NA	NA	48.786	NA	NA	6.863	4.118	NA	NA	NA	NA	NA	NA	3.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.966	NA	NA	NA	NA	4.734	2.009	18.615	7.789	NA	NA	NA	5.414	NA	6.293	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.675	NA	NA	NA	NA	NA	26.097	9.441	NA	NA	NA	6.551	NA	2.795	NA	NA	2.949	NA
Bifidobacterium_sp._AGR2158	NA	NA	NA	2.619	7.75	NA	NA	NA	1.363	NA	NA	7.295	2.893	3.168	NA	1.798	NA	NA	2.766	NA	5.812	NA	NA	12.113	NA	NA	NA	1.376	NA	13.429	NA	NA	3.052	NA	NA	NA	2.712	3.564	NA	7.296	3.758	NA	1.493	26.015	91.612	27.816	16.286	NA	NA	NA	2.082	3.967	NA	3.17	2.344	NA	NA	NA	2.037	2.837	NA	4.333	NA	NA	14.983	16.721	NA	NA	NA	1.836	6.102	NA	1.877	NA	5.155	18.88	NA	NA	18.128	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.183	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.332	NA	2.498	2.401	NA	2.332	NA	NA	NA	NA	NA	1.937	NA	NA	NA	1.596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.346	1.631	NA	3.219	1.714	NA	NA	NA	1.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.697	6.434	NA	NA	NA	NA	2.142	2.413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bifidobacterium_sp._MSTE12	9.439	NA	23.454	8.667	202.998	4.358	NA	NA	46.614	NA	NA	19.547	14.804	12.989	NA	5.138	NA	NA	5.36	1.901	22.534	NA	3.07	47.113	1.885	NA	NA	6.913	NA	63.445	NA	5.104	15.26	NA	NA	1.741	14.035	14.002	NA	NA	9.058	NA	2.65	108.286	354.023	115.378	68.327	3.103	NA	3.538	8.224	NA	NA	17.316	NA	1.499	NA	1.971	NA	11.576	NA	11.058	NA	3.419	53.822	84.881	NA	NA	NA	8.53	34.077	NA	6.739	2.129	NA	56.684	NA	NA	66.427	NA	NA	NA	4.962	NA	4.077	NA	NA	3.195	7.136	NA	NA	NA	1.846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.205	NA	NA	NA	NA	NA	NA	1.891	NA	NA	33.634	2.876	85.262	88.319	NA	7.104	NA	NA	6.782	3.736	2.057	8.773	NA	1.954	3.825	3.697	NA	NA	3.426	2.221	2.445	NA	NA	NA	NA	NA	24.275	NA	NA	NA	2.792	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.608	NA	4.435	NA	NA	NA	NA	NA	NA	4.479	NA	NA	NA	NA	12.211	NA	11.464	6.238	NA	NA	NA	5.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.533	NA	NA	NA	22.802	NA	17.451	12.368	NA	NA	NA	NA	NA	3.384	1.568	NA	5.633	NA
Bifidobacterium_sp._N4G05	5.08	2.723	6.124	14.598	38.422	19.155	3.509	2.863	8.215	2.225	3.927	67.92	76.225	20.871	3.847	21.835	18.997	2.488	7.552	2.661	115.886	4.588	6.811	196.243	9.835	3.67	4.133	38.898	1.737	253.79	6.392	27.785	88.136	NA	2.978	8.564	82.231	25.43	6.012	230.825	27.244	NA	3.161	230.611	637.308	260.198	129.79	7.543	3.548	17.391	14.194	11.999	5.401	100.51	19.735	3.888	NA	10.437	53.152	61.264	4.604	12.782	2.548	8.622	93.859	485.946	3.105	2.099	2.099	46.569	178.399	9.891	34.031	10.834	13.095	280.953	6.87	2.379	101.858	1.958	3.721	3.567	NA	4.362	7.723	NA	NA	14.961	37.062	2.274	3.918	5.468	7.956	2.609	1.98	20.507	3.1	3.3	3.066	3.027	3.326	NA	NA	4.602	47.472	2.969	2.8	3.819	2.548	2.369	2.458	8.925	NA	3.047	85.955	2.84	15.499	14.771	2.314	30.096	NA	3.1	22.888	18.22	2.328	49.516	NA	4.054	4.286	5.885	2.912	2.175	8.425	7.57	14.132	3.084	2.474	4.355	2.514	3.149	6.248	3.008	2.538	NA	3.458	2.535	5.57	4.911	6.74	3.006	2.76	2.154	2.698	2.452	27.216	4.021	27.333	5.764	2.343	5.209	2.717	NA	3.499	24.898	3.92	2.21	5.822	68.571	20.373	3.219	18.856	20.085	3.55	5.487	NA	11.979	3.767	5.257	2.924	2.029	1.994	2.271	1.968	4.428	NA	1.992	NA	76.498	203.484	4.773	4.361	10.037	2.197	38.154	87.842	2.533	4.322	2.842	3.035	NA	19.165	9.158	2.435	26.243	1.986
Bifidobacterium_sp._N5G01	5.018	2.704	6.061	15.009	36.963	19.67	3.365	2.778	8.239	1.847	3.663	70.812	77.406	22.387	3.609	22.713	18.978	2.542	8.2	2.541	118.582	4.574	6.469	200.138	9.891	3.573	3.774	38.589	1.708	263.856	6.433	28.932	89.971	NA	2.86	8.349	82.947	25.532	5.948	235.341	28.433	NA	3.229	225.342	653.231	265.358	130.782	7.655	3.409	17.877	13.331	12.151	5.14	107.728	19.557	3.443	NA	10.569	53.458	60.704	4.595	12.687	2.195	8.537	93.491	502.275	2.965	2.061	2.145	47.367	184.534	9.933	34.9	10.815	14.164	296.88	6.278	2.104	99.611	1.89	3.615	3.434	NA	3.842	7.785	NA	NA	15.186	37.739	2.161	3.283	5.347	8.007	2.637	NA	20.808	2.911	3.154	2.955	2.925	2.935	NA	NA	4.553	49.51	2.847	2.682	3.809	2.447	2.257	2.316	9.089	NA	2.84	87.62	2.796	15.406	14.633	2.286	30.96	NA	2.901	23.933	18.472	2.251	50.417	NA	3.82	4.155	6.088	2.073	NA	8.145	7.182	14.447	2.86	2.294	4.2	2.423	2.991	6.272	2.908	2.271	NA	3.389	2.44	5.295	4.199	6.753	2.948	2.687	1.726	2.635	2.383	27.022	3.79	27.792	5.683	2.243	5.169	2.627	NA	3.623	25.67	3.729	2.112	5.477	68.928	20.264	3.254	18.479	20.023	3.451	5.218	NA	11.951	3.415	5.181	2.428	1.986	1.916	2.119	1.88	3.96	NA	NA	NA	76.486	207.765	4.58	4.178	10.02	2.09	39.338	88.466	2.432	4.114	2.238	3.119	NA	20.055	8.737	2.443	25.882	1.981
Bifidobacterium_sp._TRE_D	NA	NA	1.671	3.953	19.695	2.15	NA	NA	2.543	NA	NA	26.449	6.696	5.244	NA	4.396	NA	NA	11.394	NA	17.024	NA	1.433	31.701	NA	NA	1.783	2.723	NA	22.321	NA	2.244	6.164	NA	NA	NA	5.188	6.41	NA	13.778	13.584	NA	3.672	42.831	144.351	46.124	24.267	2.494	NA	1.908	2.88	15.918	NA	5.858	7.414	NA	NA	1.395	3.785	6.78	NA	18.06	1.35	2.266	24.576	34.386	NA	NA	NA	3.549	11.676	NA	4.945	NA	21.588	29.313	NA	NA	26.978	NA	NA	NA	NA	NA	1.767	NA	NA	2.438	5.57	NA	NA	NA	NA	NA	NA	1.609	NA	NA	NA	NA	NA	NA	NA	NA	9.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.161	NA	4.656	4.355	NA	7.109	NA	NA	2.301	NA	NA	3.767	NA	NA	NA	6.681	NA	NA	1.98	NA	NA	NA	NA	NA	NA	NA	2.571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.724	NA	2.017	NA	NA	NA	NA	NA	NA	2.121	NA	NA	NA	4.42	2.661	NA	5.485	2.921	NA	NA	NA	2.427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.992	11.896	NA	NA	1.711	NA	5.398	4.908	NA	NA	NA	NA	NA	1.661	NA	NA	2.092	NA
Bifidobacterium_sp._TRE_H	NA	NA	1.92	4.455	23.361	2.534	NA	NA	2.933	NA	NA	31.644	7.833	6.196	NA	5.098	1.546	NA	13.701	NA	19.643	NA	1.688	37.814	NA	NA	2.087	3.143	NA	26.279	NA	2.598	7.176	NA	NA	1.727	5.9	7.54	NA	16.243	16.091	NA	4.257	51.219	169.404	54.83	28.896	2.931	NA	2.267	3.424	19.13	NA	6.907	8.792	NA	NA	1.626	4.394	7.956	NA	21.643	1.626	2.675	28.639	40.438	NA	NA	NA	4.026	13.391	NA	5.823	NA	26.029	33.378	NA	NA	31.896	NA	NA	NA	NA	NA	2.066	NA	NA	2.846	6.648	NA	NA	NA	NA	NA	NA	1.873	NA	NA	NA	NA	NA	NA	NA	NA	11.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.624	NA	5.414	5.05	NA	8.383	NA	NA	2.699	1.771	NA	4.375	NA	NA	NA	8.038	NA	NA	2.338	1.592	NA	NA	NA	NA	NA	NA	3.077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.123	NA	2.325	NA	NA	NA	NA	NA	NA	2.459	NA	NA	NA	5.112	3.076	NA	6.56	3.444	NA	NA	NA	2.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.471	13.863	NA	NA	1.989	NA	6.359	5.624	NA	NA	NA	NA	NA	1.921	NA	NA	2.441	NA
Bifidobacterium_vansinderenii	NA	NA	1.901	3.895	12.344	2.217	NA	NA	2.573	NA	NA	13.083	5.13	4.701	NA	3.294	NA	NA	5.262	NA	9.608	NA	NA	19.121	NA	NA	NA	2.64	NA	18.609	NA	2.251	5.008	NA	NA	NA	4.404	5.38	NA	11.431	7.034	NA	2.515	35.773	123.147	38.309	21.931	NA	NA	1.849	3.002	7.549	NA	4.882	4.457	NA	NA	NA	3.149	4.846	NA	8.509	NA	1.908	NA	26.06	NA	NA	NA	3.115	9.598	NA	3.305	NA	9.784	26.439	NA	NA	24.587	NA	NA	NA	NA	NA	2.139	NA	NA	2.232	3.867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.673	4.206	NA	4.177	NA	NA	2.205	NA	NA	3.8	NA	NA	NA	3.633	NA	NA	1.945	NA	NA	NA	NA	NA	NA	NA	3.334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.101	NA	2.196	NA	NA	NA	NA	NA	NA	2.331	NA	NA	NA	3.989	2.898	NA	4.828	2.788	NA	NA	NA	2.611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.877	9.947	NA	NA	1.863	NA	3.855	3.979	NA	NA	NA	NA	NA	NA	NA	NA	2.235	NA
